"product_id","sku","name","price","sale_price","original_price","grape","wine_type","producer","country","region","abv","volume","vintage","stock_status","categories","description","url","image"
"100796","VT/0709","Champagne Barons de Rothschild Blanc de Blancs","3.993.000","","","Chardonnay","Champagne","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","100% nho Chardonnay tuyển chọn từ các thửa ruộng Grand Cru, Premier Cru; tỷ lệ 40% rượu dự trữ; ủ tối thiểu 3,5 năm với bã men đã đem lại Cuvée biểu tượng của Barons de Rothschild, thể hiện tiềm năng đặc biệt của thổ nhưỡng Côte des Blancs. Hương thơm nhiệt đới dần bung tỏa với cam quýt, trái cây sấy khô, bánh brioche và bơ ngậy. Vị Champagne tươi mát, thơm ngon, sống động, hậu vị ấm áp, thoảng chút khoáng chất tinh tế.","https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-blanc-de-blancs/","https://winecellar.vn/wp-content/uploads/2026/01/champagne-barons-de-rothschild-blanc-de-blancs.jpg"
"100800","VT/0710","Champagne Barons de Rothschild Rare Collection Blanc","1","","","Chardonnay","Champagne","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Dòng Champagne với sản lượng giới hạn, được chăm chút tỉ mỉ như những chai Grand Vin danh giá của Gia tộc Rothschild. 100% Chardonnay từ 4 thửa ruộng Grand Cru độc quyền, lên men riêng từng thửa và ủ với bã men tối thiểu 8 năm mang lại dòng Champagne hảo hạng. Sắc vàng nhạt trong trẻo; hương mơ, xuân đào, khoáng chất, hạnh nhân và bánh mì nướng hài hòa. Vị rượu tươi mới, tròn đầy, khoáng chất tinh tế và kéo dài.","https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-rare-collection-blanc/","https://winecellar.vn/wp-content/uploads/2026/01/champagne-barons-de-rothschild-rare-collection-blanc.jpg"
"100789","VD/1645","Champagne Barons de Rothschild Rosé","3.751.000","","","Chardonnay","Champagne","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Sự kết hợp xuất sắc giữa Chardonnay và một chút nho đỏ tinh tế. 100% nho từ các vườn Grand Cru, Premier Cru; 40% rượu dự trữ; ủ với bã men tối thiểu 2,5 năm đã mang lại dòng Champagne hồng hảo hạng. Sắc hồng nhạt cá hồi cuộn trong làn hương khoáng chất, trái cây tươi, cam quýt, hoa trắng, cánh hoa hồng và dâu rừng. Vị Champagne tươi mới, kết cấu mượt mà. Tầng hương cam quýt, trái cây đỏ tạo nên một tổng thể sống động với hậu vị khoáng chất kéo dài đầy ấn tượng.","https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-rose/","https://winecellar.vn/wp-content/uploads/2026/01/champagne-barons-de-rothschild-rose.jpg"
"100804","VT/0711","Champagne Barons de Rothschild Triptyque Millésime 2019","5","","","Chardonnay","Champagne","Nhà sản xuất","Puglia","","1","750ml","2019","in-stock","","50% Chardonnay, 50% Pinot Noir từ những thửa ruộng Grand Cru đã mang đến 1 dòng Champagne vintage tinh tế và cuốn hút, nổi bật với khoáng chất đặc trưng. Vị Champagne tròn đầy, mượt mà. Chardonnay từ Avize bổ sung chiều sâu khoáng chất và hương cam chín. Hậu vị ghi dấu ấn Pinot Noir từ Aÿ với sự sống động, sắc nét và gia vị thanh lịch.","https://winecellar.vn/ruou-champagne/champagne-barons-de-rothschild-triptyque-millesime-2019/","https://winecellar.vn/wp-content/uploads/2026/01/champagne-barons-de-rothschild-triptyque-millesime-2019.jpg"
"92810","VT/0673","Rượu Vang Đức Deinhard Green Label Riesling","411.400","","","Riesling, Gewürztraminer","Rượu Vang Trắng","Nhà sản xuất","Đức Deinhard Green Label Riesling","","1","750ml","","in-stock","","Hương vị Riesling đặc trưng từ Mosel, Đức. Hương thơm đu đủ, xoài, chanh dây hòa quyện cùng cam quýt tươi mát, hương hoa cam và hương thơm ngọt ngào của táo, quả sung và mật ong. Rượu có vị ngọt vừa phải, hương vị trái cây độc đáo, độ chua tinh tế hòa quyện cùng khoáng chất thơm ngon.","https://winecellar.vn/ruou-vang-duc/deinhard-green-label-riesling/","https://winecellar.vn/wp-content/uploads/2025/08/deinhard-green-label-riesling.jpg"
"92807","VT/0674","Rượu Vang Đức Gaumen Spiel Gewurztraminer","411.400","","","Gewürztraminer, Riesling","Rượu Vang Trắng","Nhà sản xuất","Đức Gaumen Spiel Gewurztraminer","","1","750ml","","in-stock","","Hương thơm tươi mát của trái cây, hoa cỏ và chút gia vị như cùng hòa quyện trong điệu vũ mùa hè, lan tỏa rộn ràng ngay từ khoảnh khắc đầu tiên. Vị rượu tràn đầy sức sống, đem lại trải nghiệm thưởng thức tuyệt vời.","https://winecellar.vn/ruou-vang-duc/gaumen-spiel-gewurztraminer/","https://winecellar.vn/wp-content/uploads/2025/08/gaumen-spiel-gewurztraminer.jpg"
"92815","VT/0675","Rượu vang trắng không cồn Deinhard Green Label Riesling 0.0% De-Alcoholized Wine","403.920","","","Riesling, Gewürztraminer","Rượu Vang Trắng","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc vàng rơm, lan tỏa hương táo, chanh, phong cách off dry (ngọt nhẹ) với khoáng chất tươi mát kéo dài. Hương vị trái cây như táo, lê, mộc qua hòa quyện cùng hương bánh brioche mới nướng. Một dòng vang không cồn độc đáo, kết hợp lý tưởng với các món hải sản thơm ngon.","https://winecellar.vn/ruou-vang-duc/ruou-vang-trang-khong-con-deinhard-green-label-riesling-0-0-de-alcoholized-wine/","https://winecellar.vn/wp-content/uploads/2025/08/ruou-vang-trang-khong-con-deinhard-green-label-riesling-0-0-de-alcoholized-wine.jpg"
"95205","VTKC/0003","Rượu vang trắng không cồn Deinhard Green Label Sparkling Riesling 0.0%","403.920","","","Riesling, Gewürztraminer","Rượu Vang Trắng","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","","https://winecellar.vn/ruou-vang-duc/deinhard-green-label-sparkling-riesling-0-0/","https://winecellar.vn/wp-content/uploads/2025/09/deinhard-green-label-sparkling-riesling-0-0.jpg"
"91887","VT/0676","Rượu Vang Pháp Domaine Faiveley Bourgogne Chardonnay 2022","1.364.000","","","Chardonnay, Pinot Noir","Rượu Vang Trắng","Nhà sản xuất","Pháp Domaine Faiveley Bourgogne Chardonnay 2022","","1","750ml","2022","in-stock","","Rượu được ủ từ 8 đến 10 tháng trong hầm rượu tại Nuits-Saint-Georges. Một phần của cuvée (thay đổi tùy theo niên vụ) được ủ trong thùng gỗ sồi. Những thùng gỗ này đến từ các nhà sản xuất thùng gỗ sồi chất lượng cao và được lựa chọn kỹ lưỡng để đảm bảo hương vị thơm ngon. Rượu có hương thơm trái cây quyến rũ, chất vị thơm ngon, dễ uống.","https://winecellar.vn/ruou-vang-phap/domaine-faiveley-bourgogne-chardonnay-2022/","https://winecellar.vn/wp-content/uploads/2025/07/domaine-faiveley-bourgogne-chardonnay.jpg"
"101296","VT/0676-23","Rượu Vang Pháp Domaine Faiveley Bourgogne Chardonnay 2023","1.364.000","","","Chardonnay, Pinot Noir","Rượu Vang Trắng","Nhà sản xuất","Pháp Domaine Faiveley Bourgogne Chardonnay 2023","","1","750ml","2023","in-stock","","Rượu được ủ từ 8 đến 10 tháng trong hầm rượu tại Nuits-Saint-Georges. Một phần của cuvée (thay đổi tùy theo niên vụ) được ủ trong thùng gỗ sồi. Những thùng gỗ này đến từ các nhà sản xuất thùng gỗ sồi chất lượng cao và được lựa chọn kỹ lưỡng để đảm bảo hương vị thơm ngon. Rượu có hương thơm trái cây quyến rũ, chất vị thơm ngon, dễ uống.","https://winecellar.vn/ruou-vang-phap/domaine-faiveley-bourgogne-chardonnay-2023/","https://winecellar.vn/wp-content/uploads/2025/07/domaine-faiveley-bourgogne-chardonnay.jpg"
"91921","VD/1602","Rượu Vang Pháp Domaine Faiveley Bourgogne Pinot Noir 2023","1.364.000","","","Pinot Noir, Chardonnay","Rượu Vang Đỏ","Nhà sản xuất","Pháp Domaine Faiveley Bourgogne Pinot Noir 2023","","1","750ml","2023","in-stock","","Các tu sĩ của Tu viện Cîteaux, nổi tiếng với đam mê dành cho nghề trồng nho và kiến thức sâu rộng về thổ nhưỡng, đã hồi sinh những vườn nho tại Bourgogne từ thế kỷ 11. Rượu mang sắc đỏ ruby tuyệt đẹp, lan tỏa hương thơm dễ chịu của trái cây đỏ chín mọng. Hương vị rượu phong phú, thơm ngon, vị chát mịn màng và tròn đầy. Đây là một dòng rượu vang có cấu trúc tốt và dễ thưởng thức.","https://winecellar.vn/ruou-vang-phap/domaine-faiveley-bourgogne-pinot-noir-2023/","https://winecellar.vn/wp-content/uploads/2025/07/domaine-faiveley-bourgogne-pinot-noir-1.jpg"
"91929","VD/1603","Rượu Vang Pháp Domaine Faiveley Mercurey Vieilles Vignes 2023","1.595.000","","","Pinot Noir, Chardonnay","Rượu Vang Đỏ","Nhà sản xuất","Pháp Domaine Faiveley Mercurey Vieilles Vignes 2023","","1","750ml","2023","in-stock","","Nguyên liệu nho từ 20 lô đất khác nhau, chủ yếu trên thổ nhưỡng giàu đá vôi, đã được pha trộn để làm nên dòng vang dễ uống. Rượu lan tỏa những lớp hương thơm đặc biệt, thể hiện trung thực nét đặc trưng của Mercurey. Những cây nho lâu năm mang lại hương vị trái cây quyến rũ, nổi bật với mâm xôi, dâu tây hòa quyện cùng vani thanh lịch. Vị chát mượt mà, chất vị phức hợp, tinh tế.","https://winecellar.vn/ruou-vang-phap/domaine-faiveley-mercurey-vieilles-vignes-2023/","https://winecellar.vn/wp-content/uploads/2025/07/domaine-faiveley-mercurey-vieilles-vignes.jpg"
"24135","VD/0944","Rượu Vang Ý F Negroamaro","1.452.000","","","Negroamaro, Blend, Primitivo, Merlot","Rượu Vang Đỏ","Nhà sản xuất","Ý F Negroamaro Nhập Khẩu Phân Phối Chính Hãng","","1","750ml","","in-stock","","Rượu có điểm nhấn với vị chát mềm mịn, đậm vị vani, trái quả. Hương vị rượu tròn đầy, mềm mại và hài hòa, hậu vị ngọt ngào, thanh lịch và kéo dài đầy lưu luyến.","https://winecellar.vn/ruou-vang-y/san-marzano-f-negroamaro/","https://winecellar.vn/wp-content/uploads/2016/05/f-negroamaro.jpg"
"73679","VD/0948-P","Rượu Vang Ý Con Công Vindoro Primitivo","1.155.000","","","Primitivo, Blend, Merlot, Negroamaro","Rượu Vang Đỏ","Nhà sản xuất","Ý Con Công Vindoro Primitivo","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby ánh tím, cấu trúc chắc chắn nhưng mềm mại, vị chát mượt như nhung, cùng hậu vị dài, đọng lại dư vị ngọt ngào quyến rũ","https://winecellar.vn/ruou-vang-y/vang-con-cong-vindoro-primitivo/","https://winecellar.vn/wp-content/uploads/2025/05/vang-con-cong-vindoro-primitivo.jpg"
"5649","VD/0948","Rượu Vang Ý Con Công Vindoro Negroamaro","1.155.000","","","Negroamaro, Blend, Primitivo","Rượu Vang Đỏ","Nhà sản xuất","Ý Con Công Vindoro Negroamaro","","1","750ml","","in-stock","","Rượu mang sắc đỏ tím đậm đà, lan tỏa hương thơm phức hợp với điểm nhấn là gia vị cay, mứt anh đào và hoa quả. Chất vị tròn đầy, cân bằng, vị chát ấn tượng, dư vị kéo dài lưu luyến","https://winecellar.vn/ruou-vang-y/vang-y-vindoro/","https://winecellar.vn/wp-content/uploads/2016/05/ruou-vang-y-vindoro.jpg"
"29498","VD/0860-21-24K","Rượu Vang Ý F Gold 24 Karat Limited Edition","1.848.000","","","Negroamaro, Primitivo","Rượu Vang Đỏ","Nhà sản xuất","Ý F Gold 24 Karat Limited Edition","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby lấp lánh ánh tím, lan tỏa tầng tầng lớp lớp hương thơm ấm áp ngọt ngào của gia vị phương đông, trái cây chín mọng mềm mại và mứt anh đào ngọt ngào. Vị rượu đầy đặn, nhung mượt, cô đọng với chất chát dày dặn và dư vị ngọt ngào lắng đọng","https://winecellar.vn/ruou-vang-y/f-gold-24-karat-limited-edition/","https://winecellar.vn/wp-content/uploads/2022/12/ruou-vang-f-gold-24-karat-limited-edition.jpg"
"39323","VD/0947-18-24K","Rượu Vang Ý 60 Sessantanni Limited Edition (24 Karat Gold)","1.870.000","","","Primitivo, Negroamaro, Blend","Rượu Vang Đỏ","Nhà sản xuất","Ý 60 Sessantanni Limited Edition (24 Karat Gold)","","1","750ml","","in-stock","","Rượu nồng nàn hương thơm trái cây hòa quyện cùng mứt mận, anh đào. Chất vị vang tròn đầy, cân bằng, vị chát mềm mượt. Hậu vị phảng phất hương cacao, cà phê và vani đầy lưu luyến","https://winecellar.vn/ruou-vang-y/60-sessantanni-limited-edition-24-karat-gold/","https://winecellar.vn/wp-content/uploads/2023/11/60-sessantanni-limited-edition-24-karat-gold.jpg"
"91875","VT/0670","Rượu vang Ý Talò Fiano","544.500","","","Fiano, Merlot, Negroamaro, Blend, Primitivo","Rượu Vang Trắng","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc vàng rơm nhạt, lan tỏa những nốt hương đậm đà với hương hoa hòa quyện cùng hương trái cây nhiệt đới tươi mát. Vị rượu mềm mại nhưng không kém phần sống động nhờ độ chua hài hòa và cấu trúc đậm đà.","https://winecellar.vn/ruou-vang-y/talo-fiano/","https://winecellar.vn/wp-content/uploads/2025/07/talo-fiano-1.jpg"
"6960","VD/0950","Rượu vang Ý Talò Negroamaro","544.500","","","Negroamaro, Malvasia Nera, Sauvignon Blanc, Merlot, Blend","Rượu Vang Đỏ","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc đỏ ánh tím quyến rũ, lan tỏa hương thơm nồng nàn, đầy lưu luyến của lý đen hòa quyện cùng trái cây dại. Hương thơm ấm áp, điểm xuyết chút hương balsamic cao cấp và vani tinh tế. Hương vị rượu đậm đà, êm dịu và cân bằng, hậu vị kéo dài dễ chịu.","https://winecellar.vn/ruou-vang-y/talo-negroamaro/","https://winecellar.vn/wp-content/uploads/2017/07/talo-negroamaro-1.jpg"
"24123","VD/1149","Rượu vang Ý Talò Primitivo di Manduria","605.000","","","Primitivo, Malvasia Nera, Vermentino, Sauvignon Blanc","Rượu Vang Đỏ","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby điểm xuyết ánh tím nhẹ nhàng, lan tỏa hương thơm nồng nàn, gợi nhớ đến hương anh đào và mận chín hòa quyện cùng hương ca cao và vani dịu êm. Cấu trúc rượu mượt mà, hậu vị ngọt đặc trưng của Primitivo vùng Nam Ý rất phù hợp với khẩu vị người Việt.","https://winecellar.vn/ruou-vang-y/talo-primitivo/","https://winecellar.vn/wp-content/uploads/2022/05/talo-primitivo-4.jpg"
"91871","VT/0668","Rượu vang Ý Talò Chardonnay","544.500","","","Chardonnay, Primitivo, Merlot, Malvasia Nera, Sauvignon Blanc","Rượu Vang Trắng","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc vàng rơm trong trẻo, lan tỏa hương thơm thanh lịch của hoa trắng hòa quyện cùng hương trái cây nhiệt đới và vani tinh tế. Hương vị thanh lịch, tươi mát với khoáng chất thơm ngon.","https://winecellar.vn/ruou-vang-y/talo-chardonnay/","https://winecellar.vn/wp-content/uploads/2025/07/talo-chardonnay-1.jpg"
"91880","VT/0669","Rượu vang Ý Timo Vermentino","495.000","","","Vermentino, Primitivo, Malvasia Nera, Fiano, Blend","Rượu Vang Trắng","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Một dòng rượu vang mà ngay từ tên gọi đã toát lên hương vị đặc trưng của giống nho Macchia Mediterranea canh tác trên những cồn cát ven biển Puglia. Rượu có màu vàng rơm tươi sáng, lan tỏa hương thơm tinh tế của hoa trắng hòa quyện cùng cam quýt và thảo mộc Địa Trung Hải. Hương vị thanh lịch, tươi mát với khoáng chất thơm ngon.","https://winecellar.vn/ruou-vang-y/timo-vermentino/","https://winecellar.vn/wp-content/uploads/2025/07/timo-vermentino-1.jpg"
"13306","VD/0495","Rượu Vang Ý Collezione Cinquanta","1.650.000","","","Blend, Primitivo, Negroamaro","Rượu Vang Đỏ","Nhà sản xuất","Ý Collezione Cinquanta","","1","750ml","","in-stock","","Dòng rượu vang đỏ mang phong cách đậm đà và có cấu trúc chắc chắn, nổi bật với hương thơm phức hợp của trái cây đỏ chín mọng như mận, anh đào, cùng với gia vị ấm áp từ quá trình ủ thùng. Một biểu tượng của di sản, niềm đam mê và kỹ nghệ pha trộn đỉnh cao từ San Marzano.","https://winecellar.vn/ruou-vang-y/collezione-cinquanta/","https://winecellar.vn/wp-content/uploads/2020/02/colleczione-cinquanta.jpg"
"20744","VD/1096","Rượu Vang Ý Con Công Vindoro 24 Karat Gold 2019","1.595.000","","","Negroamaro, Primitivo, Blend","Rượu Vang Đỏ","Nhà sản xuất","Ý Con Công Vindoro 24 Karat Gold 2019","","1","750ml","2019","in-stock","","Hương vị rượu cô đọng, đậm nét, vị chát dày dặn nhung lụa, hậu vị thơm ngon, phù hợp với khẩu vị người Việt. Rượu kết hợp tuyệt vời với những món ăn đậm vị trên bàn tiệc.","https://winecellar.vn/ruou-vang-y/vindoro-24-karat-gold/","https://winecellar.vn/wp-content/uploads/2021/12/vindoro-24-karat-gold-4.jpg"
"5602","VD/0484","Rượu Vang Ý 50 Anniversario","2.200.000","","","Blend, Primitivo, Negroamaro","Rượu Vang Đỏ","Nhà sản xuất","Ý 50 Anniversario","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby đậm đà, lan tỏa hương thơm của mận, mứt anh đào. Hương vị trái cây hòa quyện với thuốc lá, gia vị cay sẽ đem đến trải nghiệm tuyệt vời nhất","https://winecellar.vn/ruou-vang-y/50-anniversario/","https://winecellar.vn/wp-content/uploads/2016/05/50-aniversario-1.jpg"
"5635","VD/0746","Rượu Vang Ý IL Pumo Negroamaro","363.000","","","Negroamaro, Primitivo, Blend, Vermentino","Rượu Vang Đỏ","Nhà sản xuất","Ý IL Pumo Negroamaro","","1","750ml","","in-stock","","Giống nho bản địa Negroamaro hàng nghìn năm tuổi được trồng trên nền đất sét, đem lại dòng vang đỏ đậm đà, mềm mại với hậu vị kéo dài, khoáng chất thơm ngon. Rượu có màu đỏ ánh tím, lan tỏa hương lý đen, trái cây rừng hòa quyện cùng hương gia vị và thảo mộc tinh tế.","https://winecellar.vn/ruou-vang-puglia/il-pumo-negroamaro/","https://winecellar.vn/wp-content/uploads/2016/05/il-pumo-negroamaro-1.jpg"
"93538","VB/004-N","Rượu Vang Bịch IL Pumo Negroamaro BIB 3L","726.000","","","Negroamaro, Primitivo, Vermentino, Blend","Rượu Vang Đỏ","Nhà sản xuất","Bịch IL Pumo Negroamaro BIB 3L","","1","750ml","","in-stock","","Giống nho bản địa Negroamaro hàng nghìn năm tuổi được trồng trên nền đất sét, đem lại dòng vang đỏ đậm đà, mềm mại với hậu vị kéo dài, khoáng chất thơm ngon. Rượu có màu đỏ ánh tím, lan tỏa hương lý đen, trái cây rừng hòa quyện cùng hương gia vị và thảo mộc tinh tế. Phiên bản bịch 3 Lít tiện dụng, phù hợp thưởng thức tại nhà, tiệc đông người","https://winecellar.vn/ruou-vang-puglia/ruou-vang-bich-il-pumo-negroamaro-bib-3l/","https://winecellar.vn/wp-content/uploads/2025/08/ruou-vang-bich-il-pumo-negroamaro-bib-3l.jpg"
"8957","VD/0907","Rượu Vang Ý 62 Anniversario Primitivo di Manduria DOP Riserva","1.650.000","","","Primitivo, Negroamaro","Rượu Vang Đỏ","Nhà sản xuất","Ý 62 Anniversario Primitivo di Manduria DOP Riserva","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby đậm đà, lan tỏa hương thơm của mận, mứt anh đào. Hương vị trái cây hòa quyện với thuốc lá, gia vị cay sẽ đem đến trải nghiệm tuyệt vời nhất","https://winecellar.vn/ruou-vang-y/62-anniversario/","https://winecellar.vn/wp-content/uploads/2018/03/62-anniversario.jpg"
"91884","VD/1599","Rượu vang Ý Naca Primitivo","495.000","","","Primitivo, Vermentino, Merlot, Negroamaro","Rượu Vang Đỏ","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu lan tỏa hương thơm quyến rũ với trái cây chín mọng như anh đào, mận, đan xen cùng những nốt hương gia vị. Cấu trúc đầy đặn nhưng mềm mại, cân bằng hài hòa giữa vị chát tròn đầy và vị chua dịu nhẹ. Hậu vị kéo dài, để lại hương trái cây chín xen lẫn chút gia vị ấm.","https://winecellar.vn/ruou-vang-y/naca-primitivo/","https://winecellar.vn/wp-content/uploads/2025/07/naca-primitivo.jpg"
"38408","VD/1513","Rượu Vang Ý Grattamacco Bolgheri Rosso 2021","1","","","Blend","Rượu Vang Đỏ","Nhà sản xuất","Ý Grattamacco Bolgheri Rosso 2021","","1","750ml","2021","in-stock","","Hương thơm của trái cây đen, socola với hương mận và nho đen rất thanh lịch và tươi mát. Vị rượu đậm đà, mạnh mẽ với vị chát chín mọng, quyến rũ trong cấu trúc cô đọng đầy ấn tượng","https://winecellar.vn/ruou-vang-y/grattamacco-bolgheri-rosso/","https://winecellar.vn/wp-content/uploads/2023/09/grattamacco-bolgheri-rosso.jpg"
"35654","VT/0583","Champagne Alfred Gratien Brut","1","","","Blend","Champagne","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Hương thơm từ bánh ngọt, bánh quy và hương trái cây với những nốt hương cam quýt, hoa trắng và bơ tươi làm cho rượu thêm phức hợp và hấp dẫn. Chất vị khoáng đạt, mượt mà, để lại hậu vị cân bằng với cảm giác tươi mát kéo dài","https://winecellar.vn/ruou-champagne/ruou-sam-panh-champagne-alfred-gratien-brut/","https://winecellar.vn/wp-content/uploads/2023/06/ruou-sam-panh-champagne-alfred-gratien-brut.jpg"
"25685","VD/1195","Rượu Vang Con Gà La Vieille Ferme Rose","462.000","","","Blend","Rượu Vang Hồng","Nhà sản xuất","Con Gà La Vieille Ferme Rose","","1","750ml","","in-stock","","Rượu có màu hồng phấn nhạt quyến rũ, lan tỏa hương thơm tươi mới và hài hòa, mở đầu với những nốt hương trái cây nhiệt đới hòa quyện cùng hương hoa hồng tinh tế và quýt thanh mát. Vị rượu tươi mát, cân bằng với kết cấu tròn đầy. Hương vị cam đỏ sống động hòa quyện cùng hoa keo nhẹ nhàng và khoáng chất tinh khiết, tạo nên chiều sâu ấn tượng.","https://winecellar.vn/ruou-vang-phap/la-vieille-ferme-rose/","https://winecellar.vn/wp-content/uploads/2022/05/la-vieille-ferme-rose.jpg"
"35487","VD/1446","Rượu vang Pháp Comte de Dauzac Haut-Médoc 2020","726.000","","","Bordeaux Blend, Blend","Rượu Vang Đỏ","Nhà sản xuất","Bordeaux","","1","750ml","2020","in-stock","","Những nốt hương tươi mát của trái cây chín mọng hòa quyện cùng chút hương bạc hà the mát. Chất vị vang thơm ngon, hài hòa với vị chát mềm dẻo, ấn tượng, lôi cuốn ngay từ lần thưởng thức đầu tiên.","https://winecellar.vn/ruou-vang-phap/comte-de-dauzac-haut-medoc/","https://winecellar.vn/wp-content/uploads/2023/06/comte-de-dauzac-haut-medoc.jpg"
"91892","VT/0677","Rượu Vang Pháp Domaine Faiveley Mercurey 2022","1.870.000","","","Chardonnay, Pinot Noir","Rượu Vang Trắng","Nhà sản xuất","Pháp Domaine Faiveley Mercurey 2022","","1","750ml","2022","in-stock","","Mercurey là sự pha trộn tinh tế của những gốc nho canh tác trên thổ nhưỡng giàu đất sét, đá vôi, bao gồm Les Montots và Bussière. Hương vị vang mềm mại và thơm ngát, mang đến trải nghiệm tinh tế với khoáng chất thơm ngon. Hương thơm thanh lịch của trái cây và hoa lan tỏa khắp mũi. Vị rượu cân bằng, tươi mát và vô cùng dễ chịu.","https://winecellar.vn/ruou-vang-phap/domaine-faiveley-mercurey-2022/","https://winecellar.vn/wp-content/uploads/2025/07/domaine-faiveley-mercurey.jpg"
"15248","VT/0323","Rượu Vang Sủi Gemma Di Luna Moscato Vino Spumante","528.000","","","Moscato, Blend, Glera, Pinot Gris (Pinot Grigio)","Rượu Vang Sủi","Nhà sản xuất","Sủi Gemma Di Luna Moscato Vino Spumante","","1","750ml","","in-stock","","Một chai rượu vang sủi thú vị, ngọt ngào, lôi cuốn với phức hợp hương thơm tươi mát của quả đào, cam vàng. Một sự lựa chọn tuyệt vời khi kết hợp với các món ăn châu Á, phô mai và các món bánh. Chất rượu mịn mượt với vị đào ngọt ngào lan tỏa đem lại sự phức hợp vô cùng tinh tế.","https://winecellar.vn/ruou-vang-y/gemma-di-luna-moscato-vino-spumante/","https://winecellar.vn/wp-content/uploads/2021/03/gemma-di-luna-moscato-vino.jpg"
"72307","VD/1508-21","Rượu vang Pháp Château Perthus 2021","7","","","Bordeaux Blend","Rượu Vang Đỏ","Nhà sản xuất","Bordeaux","","1","750ml","2021","in-stock","","Château Perthus chinh phục những tín đồ yêu vang bằng hương vị phức hợp, vị trái cây quyện trong chút gia vị ấm tinh tế. Hương vị cân bằng và kéo dài tuyệt vời với mứt trái cây. Những dòng vang từ Château Perthus nhận được nhiều giải thưởng trong các cuộc thi quốc tế bởi chất lượng hương vị tuyệt vời cùng giá thành hợp lý.","https://winecellar.vn/ruou-vang-phap/chateau-perthus-2021/","https://winecellar.vn/wp-content/uploads/2023/11/chateau-perthus-2020.jpg"
"7121","VD/0878","Rượu vang Tây Ban Nha Muga Rioja Reserva","1.004.000","","","Blend, Grenache Blanc","Rượu Vang Đỏ","Nhà sản xuất","Puglia","","1","750ml","","in-stock","","Rượu mang sắc đỏ ruby ánh garnet quyến rũ, lan tỏa hương thơm phức hợp, mạnh mẽ với những nốt hương trái cây rừng hòa quyện cùng gia vị. Một dòng rượu vang đỏ thanh lịch, cân bằng, độ chua sắc nét, vị chát mềm mại, hậu vị ngát hương trái cây. Rượu có tiềm năng lưu trữ lâu dài.","https://winecellar.vn/vang-tay-ban-nha/muga-reserva/","https://winecellar.vn/wp-content/uploads/2017/07/muga-reserva-1.jpg"
"25217","VT/0086","Rượu vang Pháp La Chablisienne Bourgogne Chardonnay","678.700","","","Chardonnay","Rượu Vang Trắng","Nhà sản xuất","Bourgogne","","1","750ml","","in-stock","","Rượu Vang La Chablisienne Bourgogne Chardonnay đem đến một trải nghiệm tuyệt vời với hương vị trắng Bourgogne. Với sự tinh tế của cánh hoa chamomile kéo dài, rượu này thích hợp để thưởng thức cùng các món ăn như mì pasta, cá hồi, hàu, phô mai nhẹ và mềm, thịt muối chế biến.","https://winecellar.vn/ruou-vang-phap/la-chablisienne-bourgogne-chardonnay/","https://winecellar.vn/wp-content/uploads/2018/06/la-chablisienne-bourgogne-chardonnay-1.jpg"
"36883","VD/1484","Rượu Vang Pháp Premius La Réserve Bordeaux Supérieur 2019","460.000","","","Bordeaux Blend, Merlot, Sauvignon Blanc, Blend","Rượu Vang Đỏ","Nhà sản xuất","Pháp Premius La Réserve Bordeaux Supérieur 2019","","1","750ml","2019","in-stock","","Hương thơm từ dâu đen, quả việt quất và mận đen hòa quyện hương mocha thơm ngon. Chất vị đậm đà, vị chát mềm mại với hậu vị kéo dài, tràn ngập hương vị trái cây chín đen và gỗ sồi hòa quyện, để lại dư vị tuyệt vời","https://winecellar.vn/ruou-vang-phap/premius-la-reserve-bordeaux-superieur-2019/","https://winecellar.vn/wp-content/uploads/2023/08/premius-la-reserve-bordeaux-superieur.jpg"
